pattern_id,pattern_label,trial,target_bits,noisy_bits,final_bits,input_hamming,final_hamming,exact_recall,residual_norm,max_real_eig,stable,x_final,y_final
0,csv_0,0,0011110001100110011001100011110001100110011001100011110000000000,0011110001100010011011100010010001100110011001101010110000000000,0011110001100110011001100011110001100110011001100011110000000000,6,0,1,4.711533282586389e-15,-0.5959217616383901,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,1,0011110001100110011001100011110001100110011001100011110000000000,0011110001100010011011100001110001000110011001000001010000001001,0011110001100110011001100011110001100110011001100011110000000000,9,0,1,4.107285047102445e-15,-0.5959217616383906,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,2,0011110001100110011001100011110001100110011001100011110000000000,0011110001101110001111100011110001100110011001001001100000000001,0011110001100110011001100011110001100110011001100011110000000000,9,0,1,3.674418919075181e-15,-0.5959217616383905,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,3,0011110001100110011001100011110001100110011001100011110000000000,0011010000100011011101100011100001100110011001100011110000001000,0011110001100110011001100011110001100110011001100011110000000000,7,0,1,4.053150422970701e-15,-0.5959217616383905,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,4,0011110001100110011001100011110001100110011001100011110000000000,1011111001101110111101101011110011101110010001101011110000000000,0011110001100110011001100011110001100110011001100011110000000000,10,0,1,4.203862084942097e-15,-0.5959217616383895,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,5,0011110001100110011001100011110001100110011001100011110000000000,0111110001100110111101101001110000101110011100100011110000110110,0011110001100110011001100011110001100110011001100011110000000000,13,0,1,4.14314051144892e-15,-0.5959217616383907,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,6,0011110001100110011001100011110001100110011001100011110000000000,0011110001100110011011100011010011100100011001100111110000010000,0011110001100110011001100011110001100110011001100011110000000000,6,0,1,3.8088255469388994e-15,-0.5959217616383901,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,7,0011110001100110011001100011110001100110011001100011110000000000,0011110101100100001001100011100001110110011111100011111100000100,0011110001100110011001100011110001100110011001100011110000000000,10,0,1,4.164505613069088e-15,-0.5959217616383915,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,8,0011110001100110011001100011110001100110011001100011110000000000,0011110010100110010001100001110001100110010001100011110000001000,0011110001100110011001100011110001100110011001100011110000000000,6,0,1,4.056311912396192e-15,-0.5959217616383912,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
0,csv_0,9,0011110001100110011001100011110001100110011001100011110000000000,0111111001110110010001100011110011100010001001100011111001000100,0011110001100110011001100011110001100110011001100011110000000000,10,0,1,4.0926139776559836e-15,-0.5959217616383904,1,-1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 1.2247449 1.2247449 1.2247449 1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 0.61237244 0.61237244 0.61237244 0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244 -0.61237244
